id,url,name,type,language,genres,status,runtime,averageRuntime,premiered,ended,officialSite,schedule,rating,weight,network,webChannel,dvdCountry,externals,image,summary,updated,_links
210,https://www.tvmaze.com/shows/210/doctor-who,Doctor Who,Scripted,English,"['Drama', 'Adventure', 'Science-Fiction']",Ended,,48,2005-03-26,2022-10-23,http://www.bbc.co.uk/programmes/b006q2x0,"{'time': '', 'days': ['Sunday']}",{'average': 8.2},100,"{'id': 12, 'name': 'BBC One', 'country': {'name': 'United Kingdom', 'code': 'GB', 'timezone': 'Europe/London'}, 'officialSite': 'https://www.bbc.co.uk/bbcone'}",,,"{'tvrage': 3332, 'thetvdb': 78804, 'imdb': 'tt0436992'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/488/1220400.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/488/1220400.jpg'}",<p>Adventures across time and space with the time travelling alien and companions.</p>,1775895263,"{'self': {'href': 'https://api.tvmaze.com/shows/210'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/2393182', 'name': 'The Power of the Doctor'}}"
211,https://www.tvmaze.com/shows/211/666-park-avenue,666 Park Avenue,Scripted,English,"['Drama', 'Mystery', 'Supernatural']",Ended,60.0,60,2012-09-30,2013-07-13,,"{'time': '21:00', 'days': ['Saturday']}",{'average': 6.6},95,"{'id': 3, 'name': 'ABC', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://abc.com/'}",,,"{'tvrage': 30744, 'thetvdb': 256204, 'imdb': 'tt2197797'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/481/1204845.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/481/1204845.jpg'}",<p><b>666 Park Avenue</b> is a supernatural drama based around the building of the same name run by Gavin Doran. The story follows a couple and mysterious happenings as they first move in to the establishment.</p>,1704793342,"{'self': {'href': 'https://api.tvmaze.com/shows/211'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/14089', 'name': 'Lazarus: Part 1'}}"
212,https://www.tvmaze.com/shows/212/alcatraz,Alcatraz,Scripted,English,"['Drama', 'Science-Fiction', 'Thriller']",Ended,60.0,60,2012-01-16,2012-03-26,,"{'time': '21:00', 'days': ['Monday']}",{'average': 7},96,"{'id': 4, 'name': 'FOX', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://www.fox.com/'}",,,"{'tvrage': 27523, 'thetvdb': 248646, 'imdb': 'tt1728102'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/120/302148.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/120/302148.jpg'}","<p>Switching between eras, <b>Alcatraz</b> focuses on the Alcatraz prison, which was shut down in 1963 due to unsafe conditions for its prisoners and guards. The show's premise is that both the prisoners and the guards disappeared in 1963 and have abruptly reappeared in modern-day San Francisco, where they are being tracked down by a government agency.</p>",1740325966,"{'self': {'href': 'https://api.tvmaze.com/shows/212'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/14102', 'name': 'Tommy Madsen'}}"
213,https://www.tvmaze.com/shows/213/the-gates,The Gates,Scripted,English,"['Drama', 'Crime', 'Supernatural']",Ended,60.0,60,2010-06-20,2010-09-19,,"{'time': '22:00', 'days': ['Sunday']}",{'average': 7.2},95,"{'id': 3, 'name': 'ABC', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://abc.com/'}",,,"{'tvrage': 24678, 'thetvdb': 158671, 'imdb': 'tt1599357'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/161/404453.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/161/404453.jpg'}","<p>Nick Monohan and his family move from Chicago to a quiet, upscale planned community called <b>The Gates</b>, where he will be chief of police. They soon realize that their neighbors are not who they seem to be. The Gates is filled with such beings as vampires, witches, werewolves, and a succubus.</p>",1704794585,"{'self': {'href': 'https://api.tvmaze.com/shows/213'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/14116', 'name': 'Moving Day'}}"
214,https://www.tvmaze.com/shows/214/kingdom,Kingdom,Scripted,English,"['Drama', 'Family', 'Sports']",Ended,60.0,60,2014-10-08,2017-08-02,https://www.directvpr.com/english/kingdom,"{'time': '20:00', 'days': ['Wednesday']}",{'average': 7.9},94,"{'id': 31, 'name': 'Audience Network', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,,"{'tvrage': 45148, 'thetvdb': 283761, 'imdb': 'tt3673794'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/116/291395.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/116/291395.jpg'}","<p><b>Kingdom</b> is a raw family drama set against the world of Mixed Martial Arts (MMA) in Venice, California. Alvey Kulina owns Navy St. MMA with the help of his girlfriend Lisa Prince. He is willing to go through extraordinary means to make sure his fighters are taken care of, but all of this responsibility comes at a steep price. He has complicated relationships with both of his sons, Jay and Nate, who are both struggling with their own identities and places within Alvey's life and gym.</p>",1704794036,"{'self': {'href': 'https://api.tvmaze.com/shows/214'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/1160582', 'name': 'Lie Down in the Light'}}"
215,https://www.tvmaze.com/shows/215/american-dad,American Dad!,Animation,English,"['Comedy', 'Family']",Running,30.0,30,2005-02-06,,http://www.tbs.com/shows/american-dad.html,"{'time': '21:00', 'days': ['Sunday']}",{'average': 7.5},100,"{'id': 4, 'name': 'FOX', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://www.fox.com/'}",,"{'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}","{'tvrage': 2594, 'thetvdb': 73141, 'imdb': 'tt0397306'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/611/1528249.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/611/1528249.jpg'}","<p>In <b>American Dad!</b>, Stan Smith leads the all-American family in this animated sitcom filled with wild and crazy extremes. Everyday life is taken to the limit as Stan applies the same drastic measures used in his job at the CIA to his home life. Driven by machismo and the American dream, he often is blind to how horribly he fails at his attempts. This father might not know best, but he never stops trying.</p>",1782307629,"{'self': {'href': 'https://api.tvmaze.com/shows/215'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/3623548', 'name': ""A Donkey's Shame""}}"
216,https://www.tvmaze.com/shows/216/rick-and-morty,Rick and Morty,Animation,English,"['Comedy', 'Adventure', 'Science-Fiction']",Running,30.0,30,2013-12-02,,http://www.adultswim.com/videos/rick-and-morty,"{'time': '23:00', 'days': ['Sunday']}",{'average': 8.7},100,"{'id': 10, 'name': 'Adult Swim', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://www.adultswim.com/'}",,,"{'tvrage': 33381, 'thetvdb': 275274, 'imdb': 'tt2861424'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/626/1566363.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/626/1566363.jpg'}","<p>Rick is a mentally gifted, but sociopathic and alcoholic scientist and a grandfather to Morty; an awkward, impressionable, and somewhat spineless teenage boy. Rick moves into the family home of Morty, where he immediately becomes a bad influence.</p>",1783348271,"{'self': {'href': 'https://api.tvmaze.com/shows/216'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/3596681', 'name': 'Mortgully: The Last Rickforest'}, 'nextepisode': {'href': 'https://api.tvmaze.com/episodes/3596682', 'name': 'Rickuiem Mort a Dream'}}"
217,https://www.tvmaze.com/shows/217/hostages,Hostages,Scripted,English,"['Drama', 'Thriller']",Ended,60.0,60,2013-09-23,2014-01-06,,"{'time': '22:00', 'days': ['Monday']}",{'average': 6.4},95,"{'id': 2, 'name': 'CBS', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': 'https://www.cbs.com/'}",,,"{'tvrage': 33027, 'thetvdb': 269642, 'imdb': 'tt2647258'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/1/3617.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/1/3617.jpg'}",<p><b>Hostages</b> concerns the family of a doctor that is taken hostage by a group led by a rogue FBI agent. This occurs the night before surgery is due to be performed on the President.</p>,1781490566,"{'self': {'href': 'https://api.tvmaze.com/shows/217'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/14339', 'name': 'Endgame'}}"
218,https://www.tvmaze.com/shows/218/being-human,Being Human,Scripted,English,"['Drama', 'Horror', 'Romance']",Ended,60.0,60,2011-01-17,2014-04-07,,"{'time': '21:00', 'days': ['Monday']}",{'average': 7.5},92,"{'id': 16, 'name': 'Syfy', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,,"{'tvrage': 24595, 'thetvdb': 196921, 'imdb': 'tt1595680'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/1/3627.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/1/3627.jpg'}","<p><b>Being Human</b> is a series based on the UK series of the same name. It is a supernatural orientated around a vampire, ghost and werewolf trying to live under the same household.</p>",1756907754,"{'self': {'href': 'https://api.tvmaze.com/shows/218'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/14391', 'name': 'There Goes the Neighborhood (3)'}}"
219,https://www.tvmaze.com/shows/219/alphas,Alphas,Scripted,English,"['Drama', 'Science-Fiction', 'Supernatural']",Ended,60.0,60,2011-07-11,2012-10-22,,"{'time': '20:00', 'days': ['Monday']}",{'average': 7.5},85,"{'id': 16, 'name': 'Syfy', 'country': {'name': 'United States', 'code': 'US', 'timezone': 'America/New_York'}, 'officialSite': None}",,,"{'tvrage': 19268, 'thetvdb': 210841, 'imdb': 'tt1183865'}","{'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/1/3632.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/1/3632.jpg'}",<p><b>Alphas</b> is a science fiction drama focusing on a team that investigates people with supernatural abilities.</p>,1778174202,"{'self': {'href': 'https://api.tvmaze.com/shows/219'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/14415', 'name': ""God's Eye""}}"
